path	dropped_lines	source_blob	upstream_blob	candidate_blob	base_blob	geometry	source_commits_since_base	upstream_intro
src/agents/embedded-agent-subscribe.handlers.compaction.runtime.ts	1	54991e481f4138812f014b6078dd6bd9af4d03cc	2ea21ee4b8178ad3cda607f2cad4c7f2c900271c	54991e481f4138812f014b6078dd6bd9af4d03cc	2ea21ee4b8178ad3cda607f2cad4c7f2c900271c	accepted-overlay-no-current-upstream-delta	a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	?
src/agents/embedded-agent-subscribe.handlers.compaction.test.ts	1	443ef07b7cc14953a8a3be3a5626cf514c84f765	e69ab883d86484e7a17f4add607612b371721b54	443ef07b7cc14953a8a3be3a5626cf514c84f765	e69ab883d86484e7a17f4add607612b371721b54	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|c15743f18b6:temporary exact-tree LOC comparison|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	?
src/agents/embedded-agent-subscribe.handlers.compaction.ts	11	6981dec3ae40757bc834b00b1d02e1118eba2fbe	321ef70353749d74a97ca6b16edf196dc220b2d4	6981dec3ae40757bc834b00b1d02e1118eba2fbe	321ef70353749d74a97ca6b16edf196dc220b2d4	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|5a3e8628492:fix(agents): reconcile final reply delivery|4036e41b55e:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	?
src/agents/embedded-agent-subscribe.handlers.lifecycle.test.ts	6	f513a8cbda06b28dcc7766ad00bccdea18c8d864	203617d21913a98747ae8d450f64b9b890e12986	f513a8cbda06b28dcc7766ad00bccdea18c8d864	203617d21913a98747ae8d450f64b9b890e12986	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172	?
src/agents/embedded-agent-subscribe.handlers.lifecycle.ts	13	99ed07f205203d8adf35750c05b91f21e2da1bd1	7e40ad3515ac8ead664c1493e40ff75f87248b8d	99ed07f205203d8adf35750c05b91f21e2da1bd1	7e40ad3515ac8ead664c1493e40ff75f87248b8d	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|474e123d2ee:test(agents): split continuation payload coverage|5a3e8628492:fix(agents): reconcile final reply delivery|860f41ad9b1:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|d7c8fed899d:fix: sanitize validation-loop terminal diagnostics|11d7c638245:merge: absorb upstream drift into assembly	?
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.test.ts	17	fee2cc13be7e86b455c89dcd01c669b3eb3014b5	6cc65af16da7efdf45438ced52f04e41c48494d1	fee2cc13be7e86b455c89dcd01c669b3eb3014b5	6cc65af16da7efdf45438ced52f04e41c48494d1	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.ts	152	b7a1eb2982a163f6c254f726b28c84a318d009cc	06eb825962c89d365076f7b542c6ecf40e1861fb	b7a1eb2982a163f6c254f726b28c84a318d009cc	06eb825962c89d365076f7b542c6ecf40e1861fb	accepted-overlay-no-current-upstream-delta	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.replies.ts	1	40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc	5e4fb9095d4a82799301eb6d82feb45b39a994cb	40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc	5e4fb9095d4a82799301eb6d82feb45b39a994cb	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.stream.ts	2	990a0d240a66caa9d6438240ead9d381727ad9c8	16464f27f79304a6ec16fd6659d5d751c8f326b9	990a0d240a66caa9d6438240ead9d381727ad9c8	16464f27f79304a6ec16fd6659d5d751c8f326b9	accepted-overlay-no-current-upstream-delta	09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.test-helpers.ts	1	e161b27f0ba3953b92da43240147257c4391ff31	5be611d025d9baad4d6b79ca4d032f92fe9c5c0e	e161b27f0ba3953b92da43240147257c4391ff31	5be611d025d9baad4d6b79ca4d032f92fe9c5c0e	accepted-overlay-no-current-upstream-delta	09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-items.test.ts	1	a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda	4c2b31449082c07ee4a0a2b68d764c330a02d523	a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda	4c2b31449082c07ee4a0a2b68d764c330a02d523	accepted-overlay-no-current-upstream-delta	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-phases.test.ts	3	de7d0cbfcb312285c29684708afb5f84f5bab694	0ae89a5140ef45abc8dc56d5e07199f1257883c7	de7d0cbfcb312285c29684708afb5f84f5bab694	0ae89a5140ef45abc8dc56d5e07199f1257883c7	accepted-overlay-no-current-upstream-delta	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-subscribe.handlers.messages.update.ts	53	81a24f9984ecf4ea4258f97b209f85a8c6bbff94	0916b74fb0dd8bae8423e5bf9231cd63325cff3a	81a24f9984ecf4ea4258f97b209f85a8c6bbff94	0916b74fb0dd8bae8423e5bf9231cd63325cff3a	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	78b8f8cf664 fix(ai): preserve final phase across resumed r
src/agents/embedded-agent-subscribe.handlers.tools.results.ts	3	655d5a9654a86df05c31b8f808b3eabafe85be03	8135cf1cfeed7084a7d28629a4cc531aff8da2d1	655d5a9654a86df05c31b8f808b3eabafe85be03	8135cf1cfeed7084a7d28629a4cc531aff8da2d1	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout	a4c7b1b7b58 refactor(agents): split embedded-agent subscri
src/agents/embedded-agent-subscribe.handlers.tools.start.ts	2	2794be27ed8f5beb9c00b4ad3645a17ca47c541f	df2136e8483257fa757bca4d44a4f086578438f5	2794be27ed8f5beb9c00b4ad3645a17ca47c541f	df2136e8483257fa757bca4d44a4f086578438f5	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|7464b874e55:merge: absorb upstream/main drift|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout	a4c7b1b7b58 refactor(agents): split embedded-agent subscri
src/agents/embedded-agent-subscribe.handlers.ts	16	9622b3b17dba792a72f5d23481ad5d6171176811	fba2fb6ef6414e449b70b5a9ac3fb45e363d9512	673a1f9095db734a15c1dbeb2c8f5753a5729065	b3941a076d72c0d2efd2fc5e3b73be9d243e19a9	combined-or-represented	2cf1c4dba1a:Merge upstream main into continuation assembly|ff3e0dd6337:Repair frozen upstream merge unions|dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|9507800800a:merge: absorb upstream/main into continuation assembly|d376461fa97:fix(agents): preserve repeated compaction retries|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery	c3ec166cbcd fix: repair code mode preflight failures
src/agents/embedded-agent-subscribe.handlers.types.ts	5	b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5	24d1353c882f28a540593a77b211dde497dddb60	b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5	24d1353c882f28a540593a77b211dde497dddb60	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|ec72b26076c:merge: absorb upstream drift #12 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|d376461fa97:fix(agents): preserve repeated compaction retries|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|b9a8a5cc138:fix(agents): filter phase-pending continuation display|7daef1060ae:fix(agents): hide continuation markers in commentary streams	?
src/agents/embedded-agent-subscribe.reply-delivery.ts	15	96b38fbebe36a69e463a1a94fd0dfa5884408652	25f733bf26389628452a4cf0b2ea7cf49252bfb1	96b38fbebe36a69e463a1a94fd0dfa5884408652	25f733bf26389628452a4cf0b2ea7cf49252bfb1	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|1552b01d046:merge: absorb upstream/main ff73a14f5ae into assembly	22b3c2530f1 refactor: split agent and chat orchestration o
src/agents/embedded-agent-subscribe.reply-tags.test.ts	1	a7c1e89400ac99c22d1632eb0c96e39e9d1bc42f	9fc19fe1d89694d76272c0035477aead5b6990e2	a7c1e89400ac99c22d1632eb0c96e39e9d1bc42f	9fc19fe1d89694d76272c0035477aead5b6990e2	accepted-overlay-no-current-upstream-delta	68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|5a3e8628492:fix(agents): reconcile final reply delivery	?
src/agents/embedded-agent-subscribe.stream-rendering.ts	8	8b95dd5963ba5b1365da31f198ed9b6fc00e4ca7	be2b4f7aa424a1ad032757dda6cf23915c9f536d	8b95dd5963ba5b1365da31f198ed9b6fc00e4ca7	be2b4f7aa424a1ad032757dda6cf23915c9f536d	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|315d9994823:Repair continuation CI boundary regressions|1552b01d046:merge: absorb upstream/main ff73a14f5ae into assembly	22b3c2530f1 refactor: split agent and chat orchestration o
src/agents/embedded-agent-subscribe.ts	5	daf24528aa7ba1ecbb176641ffdbcd972de2ba25	c3a2af5131b2e3cba492acd3f2f7ced77dd615d7	c79eb49b42fc71dcbabc6f54a51e86322b894d21	088b01f20ac6ab867e545211c40368f560df3ea7	combined-or-represented	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|dfe2d49b2cb:refactor: close continuation gate ratchets|1552b01d046:merge: absorb upstream/main ff73a14f5ae into assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|ec72b26076c:merge: absorb upstream drift #12 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|d376461fa97:fix(agents): preserve repeated compaction retries|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|672bd50a7dc:Merge upstream 692310de into continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|b9a8a5cc138:fix(agents): filter phase-pending continuation display|7daef1060ae:fix(agents): hide continuation markers in commentary streams	?
src/agents/embedded-agent-tool-media.ts	1	0268cd97545f561d74407c983e00f6cf9c3a4221	940a059ffe8144333e2313f6c946276f93c3a0a0	0268cd97545f561d74407c983e00f6cf9c3a4221	940a059ffe8144333e2313f6c946276f93c3a0a0	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	87b3c0e5df7 refactor(agents): split subscribe leaf ownersh
src/agents/embedded-agent-utils.ts	2	5f9aae84a7e291b594a6b838a52164b9e5beb7e9	adb17dd469886a1bfc2d750388a96136f17b795a	5f9aae84a7e291b594a6b838a52164b9e5beb7e9	adb17dd469886a1bfc2d750388a96136f17b795a	accepted-overlay-no-current-upstream-delta	f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|3b33188c6d4:merge: absorb upstream/main into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|5a3e8628492:fix(agents): reconcile final reply delivery	?
src/agents/openclaw-tools.ts	1	e5396058bc5a505d011fcba81e453de57e2b47b5	d30686bba388aae6cf1c71b5e3a93fe66b9875b8	e5396058bc5a505d011fcba81e453de57e2b47b5	d30686bba388aae6cf1c71b5e3a93fe66b9875b8	accepted-overlay-no-current-upstream-delta	d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|6f34847c57f:merge: absorb upstream/main into assembly (second incremental absorb)|2b07ba50956:Merge remote-tracking branch 'upstream/main' into scribe/20260709/1172-status-row-assembly|bd8fcdf6396:merge: absorb upstream/main drift (21 commits)|9507800800a:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly|93439dce72c:fix(agents): drop imports the back-merge left unused in openclaw-tools|90b055341a1:Merge upstream/main into the continuation assembly candidate|a7ef03177e0:Merge remote-tracking branch 'upstream/main' into scribe/20260809/backmerge-upstream|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|0dd8008463d:merge: absorb upstream 480e0c0 into PR presentation assembly|cb73c7db50c:Merge upstream f4387b7a into PR presentation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|726f4e2f9cc:Merge upstream after post-666 corrections|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|b134a64a443:fix(continuation): harden structured delegate returns|18e02c2b5b3:fix(continuation): add managed delegate return claims|f01e2fbf091:merge: absorb upstream through 7d159fdc for #1172|672bd50a7dc:Merge upstream 692310de into continuation assembly|81930ccd5e2:merge: absorb upstream through 444fd4b for #1172|4c235d8c199:merge: absorb upstream runtime drift for #1172|06aa99fe8bb:Refactor oversized GATES owners|b97ac9c852a:Merge upstream 53d600a into #1184 continuation candidate|c22ef4effa1:Merge upstream into #1184 final assembly candidate|3ed090e373e:merge: absorb latest upstream drift into #1184 assembly|228da670830:merge: absorb upstream lifecycle and cron ownership into assembly|d6ac137b148:Merge upstream c46cc1e2 into absorb branch|a05d8a41a26:merge: absorb frozen upstream for #1172|e3dd5604a7d:Merge frozen implementation epoch for #1172 LOC policy|c15743f18b6:temporary exact-tree LOC comparison|c7802d01d24:Merge upstream/main through 42d34eb4c8b into #1172 candidate|0dc146c8c57:Merge upstream main into #1172 cut candidate|b099ad6a996:fix(agents): disable continuation tools during compaction|a37a2215c28:Merge upstream/main into 1172 status row assembly|8422e7613b9:Merge upstream/main into 1172 status row assembly|977a63e8a4c:Merge upstream/main into #1172 safe assembly|00af7feddcc:Merge upstream/main into #1172 assembly|8434785c49b:Merge upstream/main into #1172 assembly|56360c15761:Merge upstream/main into #1172 assembly|e9e432d9cfa:Merge upstream/main into safe assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|ff1dea44344:Merge upstream/main into assembly drift branch|5dfa96c9346:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260624/assembly-continuation-followons|f05c7cb92d5:WIP dc2: merge upstream d89ab2c014 onto 077b261dd8 — agent-runner-execution.ts resolved (version-A, scout-confirmed); 5 files conflict-marked for prince byte-check|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|d2c7457b3ba:merge: drift-cure back-merge upstream/main into assembly-drift-cure (#999 post-cleanse)|3a5266e6de8:scrub: remove fork org/issue refs + internal codenames for upstream presentation|d57b6ec0cac:docs(scrub): qualify unqualified 'RFC §' refs to the continuation RFC|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	8668aeb9698 fix(discord): bind transcript capture to sourc
src/agents/sandbox/fs-bridge.boundary.test.ts	1	70ff198c0c6bc93a7135b75506e5ff9bde1c7b71	db7fc41f1713bf75cc0f76687b4d572d90831898	70ff198c0c6bc93a7135b75506e5ff9bde1c7b71	db7fc41f1713bf75cc0f76687b4d572d90831898	accepted-overlay-no-current-upstream-delta	a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|90b055341a1:Merge upstream/main into the continuation assembly candidate	5295f2578e1 fix(agents): make file reads safe and explicit
src/agents/sandbox/remote-fs-bridge.test.ts	1	3366030e3470166631d3242923667ee967d65d2e	864f1c16e5aa6c99f76cf967403f786c09f75a47	3366030e3470166631d3242923667ee967d65d2e	864f1c16e5aa6c99f76cf967403f786c09f75a47	accepted-overlay-no-current-upstream-delta	a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames	7a5f1082937 fix: unblock macOS release validation (#119110
src/agents/session-transcript-repair.ts	22	fd8aef8c2cf374660c4cee413832fd2abc481964	9ad76b870053c147a828ab1e633dd335ca1c5373	fd8aef8c2cf374660c4cee413832fd2abc481964	9ad76b870053c147a828ab1e633dd335ca1c5373	accepted-overlay-no-current-upstream-delta	f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|6f34847c57f:merge: absorb upstream/main into assembly (second incremental absorb)|5df9d96eb8f:style: oxfmt the four files hand-edited during conflict resolution|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|4ffbc5b2add:fix(continuation): preserve safe attachment diagnostics|e534d1f15d2:fix(continuation): restore typed delegate input attachments|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172	?
src/agents/shell-snapshot.ts	2	c36cd8e2fc4c3a294cd12eeb2bab67385f3aa8d2	63a39412869dbab6243c31762516586f6165ebc0	c36cd8e2fc4c3a294cd12eeb2bab67385f3aa8d2	63a39412869dbab6243c31762516586f6165ebc0	accepted-overlay-no-current-upstream-delta	bae7eae11ab:Merge upstream/main into post-666 assembly candidate|228da670830:merge: absorb upstream lifecycle and cron ownership into assembly|a05d8a41a26:merge: absorb frozen upstream for #1172|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|2723dbee783:fix(ci): isolate runner-local tooling tests	?
src/agents/spawn-pipeline.ts	2	9862cce8fc15d89a50b58a9bbf800189e6cef49a	a8c481810b05dd4d1777607629734cef92cc7b20	9862cce8fc15d89a50b58a9bbf800189e6cef49a	a8c481810b05dd4d1777607629734cef92cc7b20	accepted-overlay-no-current-upstream-delta	056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|ac371f93bec:fix: close post-merge continuation test gaps	?
src/agents/subagents/announce/subagent-announce-descendant-wake.ts	42	a4b036540af93e8623aff4439b2f145c0acdf1cb	1cfb4fcc4a7e3832a0752eebf861adaa32f2fe1e	a4b036540af93e8623aff4439b2f145c0acdf1cb	1cfb4fcc4a7e3832a0752eebf861adaa32f2fe1e	accepted-overlay-no-current-upstream-delta	d46885d6422:chore(merge): merge two duplicate-module imports left by the resolver|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/announce/subagent-announce-output.ts	4	0a7aa1d80f976550d7c61a2c31598cc0cab0ea41	34d014b40aaea2476968c2c285b5f36b18a3d3f7	0a7aa1d80f976550d7c61a2c31598cc0cab0ea41	34d014b40aaea2476968c2c285b5f36b18a3d3f7	accepted-overlay-no-current-upstream-delta	d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|b5f1960fd4d:merge: backmerge frozen upstream into continuation|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|7464b874e55:merge: absorb upstream/main drift|9507800800a:merge: absorb upstream/main into continuation assembly|f0f993b8398:fix(knip): drop the two dead re-exports left by the cycle break|b186a132756:fix(gateway): break announce/spawn session-utils madge cycle|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/announce/subagent-announce.format.e2e.test.ts	7	26dc5c4b4264c3542494cf44e39a6bd6f3d307fc	8d524fb6d76bfbccc4f1864d3e102b3ad43c465b	26dc5c4b4264c3542494cf44e39a6bd6f3d307fc	8d524fb6d76bfbccc4f1864d3e102b3ad43c465b	accepted-overlay-no-current-upstream-delta	d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|7464b874e55:merge: absorb upstream/main drift|f47d004c5eb:fix(test): complete the read-surface mocks and adopt the outcome contract|9507800800a:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/announce/subagent-announce.requester-settle-wake.ts	1	8a560641e74e93480ded16136a89d2a19e977a34	832d5f007bebaa51cb143ea2d05ed844030faf96	8a560641e74e93480ded16136a89d2a19e977a34	832d5f007bebaa51cb143ea2d05ed844030faf96	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|3db90c52a68:fix(gateway-protocol): use canonical isRecord; format back-merge edits|9507800800a:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/announce/subagent-announce.test.ts	2	c3622ea2b8cf10818323b54e061c39fa49fe5364	915620f68e2b071cd6d08bc1c221635839c4aaf8	c3622ea2b8cf10818323b54e061c39fa49fe5364	915620f68e2b071cd6d08bc1c221635839c4aaf8	accepted-overlay-no-current-upstream-delta	a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|7464b874e55:merge: absorb upstream/main drift|9507800800a:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/announce/subagent-announce.timeout.test.ts	1	c86103199670594b1d42058cb30ce9d520d6763e	14b900012e3782b1c7edd3bb3a822e0e316335dc	c86103199670594b1d42058cb30ce9d520d6763e	14b900012e3782b1c7edd3bb3a822e0e316335dc	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|7464b874e55:merge: absorb upstream/main drift|9507800800a:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	ebb2770000d refactor: eliminate export name collisions (#1
src/agents/subagents/announce/subagent-announce.ts	176	b29da4502a70a8bd6bdadfb2848d5a0613736437	0472571d94792df01491c56b11785b43c11c3395	b29da4502a70a8bd6bdadfb2848d5a0613736437	0472571d94792df01491c56b11785b43c11c3395	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|dfe2d49b2cb:refactor: close continuation gate ratchets|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|d470fe34fd5:fix(agents): repair back-merge fallout in the announce read surface|9507800800a:merge: absorb upstream/main into continuation assembly|b186a132756:fix(gateway): break announce/spawn session-utils madge cycle|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
src/agents/subagents/completion/subagent-completion-admission.store.ts	1	f9e1a04ee69795ad2366ff81abd6d0376e10a362	86f4aed0adbe389b3f77f7377c368167cb090357	f9e1a04ee69795ad2366ff81abd6d0376e10a362	86f4aed0adbe389b3f77f7377c368167cb090357	accepted-overlay-no-current-upstream-delta	3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|3b33188c6d4:merge: absorb upstream/main into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly	1ced7441eb6 refactor(agents): move announce, completion, r
